timestamp px py pz qx qy qz qw
192.000000000 19.243515485 5.964505436 -0.108758316 -0.008975162 0.010170875 0.236030948 0.971650859
192.100000000 19.280827969 5.964310644 -0.109032944 0.000291954 0.000665723 0.197665610 0.980269238
192.200000000 19.323430087 5.962922947 -0.070396207 0.003616973 0.002111701 0.161911366 0.986796417
192.300000000 19.357635266 5.957603633 -0.077733506 0.002484161 0.007058018 0.134169156 0.990930195
192.400000000 19.400699147 5.951686511 -0.067882425 -0.006635330 0.005340710 0.093632630 0.995570379
192.500000000 19.433165682 5.942055473 -0.064532090 -0.001863839 -0.001979252 0.058612503 0.998277107
192.600000000 19.473136163 5.935999717 -0.065398297 -0.001851524 -0.004546887 0.037609852 0.999280439
192.800000000 19.542624604 5.958477239 -0.068750362 -0.012869991 0.002357820 0.049410099 0.998692869
193.000000000 19.605609590 5.957741180 -0.079054590 0.003414975 0.008052958 0.057953162 0.998280982
193.400000000 19.745879660 5.966882009 -0.063540374 0.008798306 -0.005899665 0.068431177 0.997599598
193.600000000 19.815199426 5.972145880 -0.074659487 0.002327034 0.008917337 0.061589786 0.998058998
194.400000000 20.085038139 5.980886412 -0.078740461 0.035539152 0.033193146 0.065021348 0.996698253
194.500000000 20.055583696 5.975968910 -0.057328220 0.027265492 0.016436479 0.081151591 0.996193181
194.600000000 20.030068659 5.999009928 -0.051568392 -0.007522593 -0.004199028 0.084170392 0.996414133
195.600000000 20.045095991 5.981815998 -0.066448394 0.001808011 -0.000193047 0.068473901 0.997651251
195.700000000 20.083505386 5.956269598 -0.062597508 0.016669431 -0.004671004 0.019626233 0.999657503
195.800000000 20.130077193 5.934093158 -0.075524305 0.016020991 -0.007898647 -0.031047495 0.999358290
195.900000000 20.173155108 5.910294177 -0.089946418 0.010567491 0.008910708 -0.079770656 0.996717397
196.000000000 20.213719164 5.882705144 -0.090566326 0.010377106 0.003914842 -0.116963115 0.993074327
196.100000000 20.246101628 5.870323640 -0.079160098 -0.009070534 0.011336414 -0.150902749 0.988441992
196.200000000 20.269383451 5.844110663 -0.082256455 -0.008892571 -0.004640273 -0.200553946 0.979631311
196.300000000 20.286424741 5.819957514 -0.056499942 -0.020720344 -0.014662685 -0.240184769 0.970395254
196.400000000 20.320206856 5.789517757 -0.080399444 -0.002710951 0.010660981 -0.258048277 0.966069398
196.500000000 20.355333735 5.756554237 -0.076445648 -0.017072073 0.027827522 -0.304812685 0.951852615
196.600000000 20.358827977 5.723949179 -0.065200369 -0.005473662 -0.006445619 -0.348922770 0.937113330
196.700000000 20.376369528 5.692147593 -0.054264282 -0.012013344 -0.008246683 -0.381634952 0.924198266
196.800000000 20.399974010 5.677813232 -0.077712968 -0.008195637 0.029562594 -0.378893431 0.924931702
197.000000000 20.397041250 5.696546226 -0.079023487 0.008725250 -0.002188926 -0.372534425 0.927974774
197.200000000 20.399089583 5.724810603 -0.067109676 -0.011605962 -0.002927977 -0.361635326 0.932242790
198.600000000 20.279072280 5.845766259 -0.109905913 -0.031547315 -0.004737144 -0.361142710 0.931964736
198.700000000 20.262899498 5.857584642 -0.108539771 -0.011094651 -0.004394032 -0.349552416 0.936840813
